o,d,flow
44007017700,25005631100,10
44007017700,25005631400,10
44007017700,25005632200,10
44007017700,25017352700,10
44007017700,25017387100,10
44007017700,25021407100,10
44007017700,25021410300,10
44007017700,25021419100,10
44007017700,25021443101,10
44007017700,25023530300,10
44007017700,25027712101,10
44007017700,25027744200,10
44007017700,25027746100,10
44007017700,25027749100,10
44007017700,44003020800,10
44007017700,44003021100,10
44007017700,44007000200,10
44007017700,44007001100,10
44007017700,44007012000,10
44007017700,44007015700,10
44007017700,44007016700,10
44007017700,44007018300,10
44007017700,44009050802,10
44007017800,25005613100,10
44007017800,25017387100,10
44007017800,25021408102,10
44007017800,25021415300,10
44007017800,25021442201,10
44007017800,25021443101,10
44007017800,25027749200,10
44007017800,44003020903,10
44007017800,44007000300,10
44007017800,44007002500,10
44007017800,44007003500,10
44007017800,44007011000,10
44007017800,44007011701,10
44007017800,44007012401,10
44007017800,44007012602,10
44007017800,44007013002,10
44007017800,44007013400,10
44007017800,44007017100,10
44007017800,44007017300,10
44007017900,25021417300,10
44007017900,25021441203,10
44007017900,25021442201,10
44007017900,25021442202,10
44007017900,25021443102,10
44007017900,44007002900,10
44007017900,44007003601,10
44007017900,44007011200,10
44007017900,44007011301,10
44007017900,44007011403,10
44007017900,44007013001,10
44007017900,44007017800,10
44007017900,44007017900,10
44007017900,44007018100,10
44007018000,25005610204,10
44007018000,25005617101,10
44007018000,25017384002,10
44007018000,25021413200,10
44007018000,25021422302,10
44007018000,25021442102,10
44007018000,25025071201,10
44007018000,25027744200,10
44007018000,44007001100,10
44007018000,44007002900,10
44007018000,44007003300,10
44007018000,44007011200,10
44007018000,44007012300,10
44007018000,44007012803,10
44007018000,44007013900,10
44007018000,44007017100,10
44007018000,44007017400,10
44007018000,44007017500,10
44007018100,25021419100,10
44007018100,44003020400,10
44007018100,44003020604,10
44007018100,44007000101,10
44007018100,44007000300,10
44007018100,44007002000,10
44007018100,44007002600,10
44007018100,44007003100,10
44007018100,44007012200,10
44007018100,44007012602,10
44007018100,44007016300,10
44007018100,44007017100,10
44007018100,44007017900,10
44007018200,25005630400,10
44007018200,25005631800,10
44007018200,25017321500,10
44007018200,25017331102,10
44007018200,25017383400,10
44007018200,25021403500,10
44007018200,25021406101,10
44007018200,25021441203,10
44007018200,25021442201,10
44007018200,25025060600,10
44007018200,25027745100,10
44007018200,44007000800,10
44007018200,44007002300,10
44007018200,44007002800,10
44007018200,44007011402,10
44007018200,44007011403,10
44007018200,44007012401,10
44007018200,44007012803,10
44007018200,44007015200,10
44007018200,44007017400,10
44007018200,44007017700,10
44007018200,44007017800,10
44007018200,44007017900,10
44007018300,25009253203,10
44007018300,25021413100,10
44007018300,25021442201,10
44007018300,44007000600,10
44007018300,44007000800,10
44007018300,44007002300,10
44007018300,44007010101,10
44007018300,44007017900,10
44007018300,44007018000,10
44007018400,25027758102,10
44007018400,44003021100,10
44007018400,44005040500,10
44007018400,44007002300,10
44007018400,44007011401,10
44007018400,44007012200,10
44007018400,44007012500,10
44007018400,44007012601,10
44007018500,25005613400,10
44007018500,25005630300,10
44007018500,25005631700,10
44007018500,25017383700,10
44007018500,25017387100,10
44007018500,25021403400,10
44007018500,25021410100,10
44007018500,25021413200,10
44007018500,25021414100,10
44007018500,25027747101,10
44007018500,25027749100,10
44007018500,25027761200,10
44007018500,44007000101,10
44007018500,44007000800,10
44007018500,44007003602,10
44007018500,44007010102,10
44007018500,44007012000,10
44007018500,44007012200,10
44007018500,44007012500,10
44007018500,44007012803,10
44007018500,44007013001,10
44007018500,44007014000,10
44007018500,44007015100,10
44007018500,44007017700,10
44007018500,44007018200,10
44009041500,44009051000,10
44009050102,09015903200,10
44009050102,25005640500,10
44009050102,25005651700,10
44009050102,25013800202,10
44009050102,25013800900,10
44009050102,25021403100,10
44009050102,44003020901,10
44009050102,44003020903,10
44009050102,44003021800,10
44009050102,44003021901,10
44009050102,44005040303,10
44009050102,44005040304,10
44009050102,44007000101,10
44009050102,44007003400,10
44009050102,44007010502,10
44009050102,44007012701,10
44009050102,44007016700,10
44009050102,44009050402,10
44009050102,44009051201,10
44009050103,25021413500,10
44009050103,44003020102,10
44009050103,44003020200,10
44009050103,44003022201,10
44009050103,44007000600,10
44009050103,44007003601,10
44009050103,44007010300,10
44009050103,44007012200,10
44009050103,44007012401,10
44009050103,44007012601,10
44009050103,44007012702,10
44009050103,44007014300,10
44009050103,44007014600,10
44009050103,44007014700,10
44009050103,44009050104,10
44009050103,44009050902,10
44009050103,44009051400,10
44009050104,09009361402,10
44009050104,09011702100,10
44009050104,25011040400,10
44009050104,25021410300,10
44009050104,25021412300,10
44009050104,25025030300,10
44009050104,26161456000,10
44009050104,44003020601,10
44009050104,44003021502,10
44009050104,44005040900,10
44009050104,44007001500,10
44009050104,44007010300,10
44009050104,44007010501,10
44009050104,44007012602,10
44009050104,44007016300,10
44009050104,44007017300,10
44009050104,44009050402,10
44009050104,44009050802,10
44009050104,44009051000,10
44009050104,44009051201,10
44009050104,44009051306,10
44009050104,44009051400,10
44009050104,44009051502,10
44009050104,44009051503,10
44009050301,09011702600,10
44009050301,09011870300,10
44009050301,09013530100,10
44009050301,09015903100,10
44009050301,25005631600,10
44009050301,25017321300,10
44009050301,25021410100,10
44009050301,25021413500,10
44009050301,36061000900,10
44009050301,36119011101,10
44009050301,44001030500,10
44009050301,44003020601,10
44009050301,44003021001,10
44009050301,44003021901,10
44009050301,44003022100,10
44009050301,44003022201,10
44009050301,44005040103,10
44009050301,44005041000,10
44009050301,44007000101,10
44009050301,44007001900,10
44009050301,44007003100,10
44009050301,44007003300,10
44009050301,44007003602,10
44009050301,44007011600,10
44009050301,44007012300,10
44009050301,44007012401,10
44009050301,44007013202,10
44009050301,44007013800,10
44009050301,44007013900,10
44009050301,44007014100,10
44009050301,44007014502,10
44009050301,44007016100,10
44009050301,44007017500,10
44009050301,44009050401,10
44009050301,44009050802,10
44009050301,44009051305,10
44009050302,12071000700,10
44009050302,25005630200,10
44009050302,25005645102,10
44009050302,25017352400,10
44009050302,25021422700,10
44009050302,44003020300,10
44009050302,44003020901,10
44009050302,44005040103,10
44009050302,44005040302,10
44009050302,44005040500,10
44009050302,44005040900,10
44009050302,44007000200,10
44009050302,44007000300,10
44009050302,44007002200,10
44009050302,44007002500,10
44009050302,44007003100,10
44009050302,44007003601,10
44009050302,44007010101,10
44009050302,44007011401,10
44009050302,44007012601,10
44009050302,44007013202,10
44009050302,44007013800,10
44009050302,44007014700,10
44009050302,44007016000,10
44009050302,44007017100,10
44009050302,44009050500,10
44009050302,44009050600,10
44009050401,09003471200,10
44009050401,09003524200,10
44009050401,09011690500,10
44009050401,09011702600,10
44009050401,09013529100,10
44009050401,09015904400,10
44009050401,12071000800,10
44009050401,25025010600,10
44009050401,25025030300,10
44009050401,25025051200,10
44009050401,36061008300,10
44009050401,44001030700,10
44009050401,44003020101,10
44009050401,44003020102,10
44009050401,44003020601,10
44009050401,44003020602,10
44009050401,44003020800,10
44009050401,44003020901,10
44009050401,44003021200,10
44009050401,44003021700,10
44009050401,44003021901,10
44009050401,44003022000,10
44009050401,44003022201,10
44009050401,44003022300,10
44009050401,44003022400,10
44009050401,44005040304,10
44009050401,44005040800,10
44009050401,44007000200,10
44009050401,44007000300,10
44009050401,44007001400,10
44009050401,44007002800,10
44009050401,44007002900,10
44009050401,44007003100,10
44009050401,44007003400,10
44009050401,44007003700,10
44009050401,44007010501,10
44009050401,44007011403,10
44009050401,44007012500,10
44009050401,44007013102,10
44009050401,44007013900,10
44009050401,44007014100,10
44009050401,44007014400,10
44009050401,44007014600,10
44009050401,44007015600,10
44009050401,44007016700,10
44009050401,44009050402,10
44009050401,44009051201,10
44009050401,44009051304,10
44009050402,25005632200,10
44009050402,44003021800,10
44009050402,44005041100,10
44009050402,44007000300,10
44009050402,44007012104,10
44009050402,44007013600,10
44009050402,44009051503,10
44009050500,44003020603,10
44009050500,44003980000,10
44009050500,44005040103,10
44009050500,44005040200,10
44009050500,44005040800,10
44009050500,44007000101,10
44009050500,44007000700,10
44009050500,44007001100,10
44009050500,44007010101,10
44009050500,44007011200,10
44009050500,44007011600,10
44009050500,44007013800,10
44009050500,44007016000,10
44009050500,44009050700,10
44009050500,51059980200,10
44009050600,09003471500,10
44009050600,09011701100,10
44009050600,09011702500,10
44009050600,09011705400,10
44009050600,09011716101,10
44009050600,25025010600,10
44009050600,44003020102,10
44009050600,44003020604,10
44009050600,44003021402,10
44009050600,44007000300,10
44009050600,44007000900,10
44009050600,44007002600,10
44009050600,44007003602,10
44009050600,44007010200,10
44009050600,44007011800,10
44009050600,44007013800,10
44009050600,44009050902,10
44009050600,44009051503,10
44009050700,09011693400,10
44009050700,09011707100,10
44009050700,09013881300,10
44009050700,44001030200,10
44009050700,44005040302,10
44009050700,44005040304,10
44009050700,44005041000,10
44009050700,44007000300,10
44009050700,44007002900,10
44009050700,44007003700,10
44009050700,44007010501,10
44009050700,44007012000,10
44009050700,44007013400,10
44009050700,44007014300,10
44009050700,44009051102,10
44009050801,09007670200,10
44009050801,09011660102,10
44009050801,09011690500,10
44009050801,09011702100,10
44009050801,09011702600,10
44009050801,44003020602,10
44009050801,44003021100,10
44009050801,44003022300,10
44009050801,44005040101,10
44009050801,44007017000,10
44009050801,44009041500,10
44009050801,44009050301,10
44009050801,44009050302,10
44009050801,44009051101,10
44009050801,44009051201,10
44009050802,09007541401,10
44009050802,09011690700,10
44009050802,09011693400,10
44009050802,09011696300,10
44009050802,09011696800,10
44009050802,09011702600,10
44009050802,09011702800,10
44009050802,09011870501,10
44009050802,44007002500,10
44009050802,44007012000,10
44009050802,44007014200,10
44009050802,44009041500,10
44009050802,44009050600,10
44009050802,44009051101,10
44009050901,09011696300,10
44009050901,09011702300,10
44009050901,09011713100,10
44009050901,09011870300,10
44009050901,44005041100,10
44009050901,44009051202,10
44009050902,09007590100,10
44009050902,09009142604,10
44009050902,09011690800,10
44009050902,09011693400,10
44009050902,09011693700,10
44009050902,09011696200,10
44009050902,09011696400,10
44009050902,09011870300,10
44009050902,09011870501,10
44009050902,09011980000,10
44009050902,25005632200,10
44009050902,36047003300,10
44009050902,36061000700,10
44009050902,44003020800,10
44009050902,44003020901,10
44009050902,44003022100,10
44009050902,44005040600,10
44009050902,44007002900,10
44009050902,44007003602,10
44009050902,44007012602,10
44009050902,44007014800,10
44009050902,44007016700,10
44009050902,44009050600,10
44009050902,44009051504,10
44009051000,09001010600,10
44009051000,09003406100,10
44009051000,09011702800,10
44009051000,09011703000,10
44009051000,09011870300,10
44009051000,09011980000,10
44009051000,24031701205,10
44009051000,25025000601,10
44009051000,36091061702,10
44009051000,36093020600,10
44009051000,36113073000,10
44009051000,36119012600,10
44009051000,44003020901,10
44009051000,44005040102,10
44009051000,44007000600,10
44009051000,44007003100,10
44009051000,44007003602,10
44009051000,44007012601,10
44009051000,44007013701,10
44009051000,44009050102,10
44009051000,44009051502,10
44009051101,09003514400,10
44009051101,09007670200,10
44009051101,09011696800,10
44009051101,09011705300,10
44009051101,09011714101,10
44009051101,09011870501,10
44009051101,25005610202,10
44009051101,25005652000,10
44009051101,25013812500,10
44009051101,36061007600,10
44009051101,44003020102,10
44009051101,44003020603,10
44009051101,44003020903,10
44009051101,44003020904,10
44009051101,44003022100,10
44009051101,44003980000,10
44009051101,44005041200,10
44009051101,44007000600,10
44009051101,44007002400,10
44009051101,44007003500,10
44009051101,44007012401,10
44009051101,44007012601,10
44009051101,44009050102,10
44009051101,44009050401,10
44009051101,44009051000,10
44009051101,44009051304,10
44009051102,09003400100,10
44009051102,09009140100,10
44009051102,09009140800,10
44009051102,09009175400,10
44009051102,09011690700,10
44009051102,09011702400,10
44009051102,09011870200,10
44009051102,09011980000,10
44009051102,09015903100,10
44009051102,25003900100,10
44009051102,36061014500,10
44009051102,44003020901,10
44009051102,44003021200,10
44009051102,44003022201,10
44009051102,44005040600,10
44009051102,44005041400,10
